continent,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($) ,gdp_per_capita ($),generation
Asia,Japan,2009,female,15-24 years,605,6163000,9.82,Japan2009,,"5,231,382,674,594",43415,Millenials
Asia,Japan,2009,male,5-14 years,34,5914000,0.57,Japan2009,,"5,231,382,674,594",43415,Generation Z
Asia,Japan,2009,female,5-14 years,21,5627000,0.37,Japan2009,,"5,231,382,674,594",43415,Generation Z
Asia,Kazakhstan,2009,male,25-34 years,848,1263819,67.1,Kazakhstan2009,,"115,308,661,143",8024,Generation X
Asia,Kazakhstan,2009,male,35-54 years,1181,1980466,59.63,Kazakhstan2009,,"115,308,661,143",8024,Boomers
Asia,Kazakhstan,2009,male,75+ years,60,116533,51.49,Kazakhstan2009,,"115,308,661,143",8024,Silent
Asia,Kazakhstan,2009,male,55-74 years,380,792505,47.95,Kazakhstan2009,,"115,308,661,143",8024,Silent
Asia,Kazakhstan,2009,male,15-24 years,608,1533027,39.66,Kazakhstan2009,,"115,308,661,143",8024,Millenials
Asia,Kazakhstan,2009,female,75+ years,42,277759,15.12,Kazakhstan2009,,"115,308,661,143",8024,Silent
Asia,Kazakhstan,2009,female,15-24 years,214,1488994,14.37,Kazakhstan2009,,"115,308,661,143",8024,Millenials
Asia,Kazakhstan,2009,female,25-34 years,145,1269302,11.42,Kazakhstan2009,,"115,308,661,143",8024,Generation X
Asia,Kazakhstan,2009,female,35-54 years,192,2191360,8.76,Kazakhstan2009,,"115,308,661,143",8024,Boomers
Asia,Kazakhstan,2009,female,55-74 years,99,1150346,8.61,Kazakhstan2009,,"115,308,661,143",8024,Silent
Asia,Kazakhstan,2009,male,5-14 years,43,1179629,3.65,Kazakhstan2009,,"115,308,661,143",8024,Generation Z
Asia,Kazakhstan,2009,female,5-14 years,26,1126895,2.31,Kazakhstan2009,,"115,308,661,143",8024,Generation Z
Asia,Kuwait,2009,female,25-34 years,11,309613,3.55,Kuwait2009,,"105,899,930,507",33453,Generation X
Asia,Kuwait,2009,male,35-54 years,22,747742,2.94,Kuwait2009,,"105,899,930,507",33453,Boomers
Asia,Kuwait,2009,male,25-34 years,14,635172,2.2,Kuwait2009,,"105,899,930,507",33453,Generation X
Asia,Kuwait,2009,female,35-54 years,6,342583,1.75,Kuwait2009,,"105,899,930,507",33453,Boomers
Asia,Kuwait,2009,male,15-24 years,4,262196,1.53,Kuwait2009,,"105,899,930,507",33453,Millenials
Asia,Kuwait,2009,female,55-74 years,1,68187,1.47,Kuwait2009,,"105,899,930,507",33453,Silent
Asia,Kuwait,2009,female,15-24 years,3,219634,1.37,Kuwait2009,,"105,899,930,507",33453,Millenials
Asia,Kuwait,2009,female,5-14 years,0,219779,0.0,Kuwait2009,,"105,899,930,507",33453,Generation Z
Asia,Kuwait,2009,female,75+ years,0,8255,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
Asia,Kuwait,2009,male,5-14 years,0,231825,0.0,Kuwait2009,,"105,899,930,507",33453,Generation Z
Asia,Kuwait,2009,male,55-74 years,0,113405,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
Asia,Kuwait,2009,male,75+ years,0,7263,0.0,Kuwait2009,,"105,899,930,507",33453,Silent
Asia,Kyrgyzstan,2009,male,25-34 years,108,419968,25.72,Kyrgyzstan2009,,"4,690,062,255",977,Generation X
Asia,Kyrgyzstan,2009,male,35-54 years,136,590398,23.04,Kyrgyzstan2009,,"4,690,062,255",977,Boomers
Asia,Kyrgyzstan,2009,male,55-74 years,26,182750,14.23,Kyrgyzstan2009,,"4,690,062,255",977,Silent
Asia,Kyrgyzstan,2009,male,15-24 years,80,598601,13.36,Kyrgyzstan2009,,"4,690,062,255",977,Millenials
Asia,Kyrgyzstan,2009,male,75+ years,4,36444,10.98,Kyrgyzstan2009,,"4,690,062,255",977,Silent
Asia,Kyrgyzstan,2009,female,15-24 years,37,591310,6.26,Kyrgyzstan2009,,"4,690,062,255",977,Millenials
Asia,Kyrgyzstan,2009,female,25-34 years,21,414721,5.06,Kyrgyzstan2009,,"4,690,062,255",977,Generation X
Asia,Kyrgyzstan,2009,female,75+ years,3,63956,4.69,Kyrgyzstan2009,,"4,690,062,255",977,Silent
Asia,Kyrgyzstan,2009,female,55-74 years,10,232290,4.3,Kyrgyzstan2009,,"4,690,062,255",977,Silent
Asia,Kyrgyzstan,2009,female,35-54 years,21,627216,3.35,Kyrgyzstan2009,,"4,690,062,255",977,Boomers
Asia,Kyrgyzstan,2009,male,5-14 years,8,531076,1.51,Kyrgyzstan2009,,"4,690,062,255",977,Generation Z
Asia,Kyrgyzstan,2009,female,5-14 years,4,511404,0.78,Kyrgyzstan2009,,"4,690,062,255",977,Generation Z
Europe,Latvia,2009,male,75+ years,30,42997,69.77,Latvia2009,,"26,169,854,045",12890,Silent
Europe,Latvia,2009,male,55-74 years,114,187062,60.94,Latvia2009,,"26,169,854,045",12890,Silent
Europe,Latvia,2009,male,35-54 years,167,288988,57.79,Latvia2009,,"26,169,854,045",12890,Boomers
Europe,Latvia,2009,male,25-34 years,67,149365,44.86,Latvia2009,,"26,169,854,045",12890,Generation X
Europe,Latvia,2009,male,15-24 years,38,158564,23.97,Latvia2009,,"26,169,854,045",12890,Millenials
Europe,Latvia,2009,female,75+ years,26,119092,21.83,Latvia2009,,"26,169,854,045",12890,Silent
Europe,Latvia,2009,female,55-74 years,30,281813,10.65,Latvia2009,,"26,169,854,045",12890,Silent
Europe,Latvia,2009,female,35-54 years,33,313995,10.51,Latvia2009,,"26,169,854,045",12890,Boomers
Europe,Latvia,2009,female,25-34 years,8,145144,5.51,Latvia2009,,"26,169,854,045",12890,Generation X
Europe,Latvia,2009,female,15-24 years,3,152210,1.97,Latvia2009,,"26,169,854,045",12890,Millenials
Europe,Latvia,2009,female,5-14 years,0,93081,0.0,Latvia2009,,"26,169,854,045",12890,Generation Z
Europe,Latvia,2009,male,5-14 years,0,98005,0.0,Latvia2009,,"26,169,854,045",12890,Generation Z
Europe,Lithuania,2009,male,35-54 years,428,440281,97.21,Lithuania2009,,"37,440,673,478",12412,Boomers
Europe,Lithuania,2009,male,55-74 years,239,263507,90.7,Lithuania2009,,"37,440,673,478",12412,Silent
Europe,Lithuania,2009,male,75+ years,57,71090,80.18,Lithuania2009,,"37,440,673,478",12412,Silent
Europe,Lithuania,2009,male,25-34 years,116,205749,56.38,Lithuania2009,,"37,440,673,478",12412,Generation X
Europe,Lithuania,2009,male,15-24 years,109,237032,45.99,Lithuania2009,,"37,440,673,478",12412,Millenials
Europe,Lithuania,2009,female,75+ years,40,172277,23.22,Lithuania2009,,"37,440,673,478",12412,Silent
Europe,Lithuania,2009,female,35-54 years,65,480247,13.53,Lithuania2009,,"37,440,673,478",12412,Boomers
Europe,Lithuania,2009,female,55-74 years,48,381948,12.57,Lithuania2009,,"37,440,673,478",12412,Silent
Europe,Lithuania,2009,female,25-34 years,15,205781,7.29,Lithuania2009,,"37,440,673,478",12412,Generation X
Europe,Lithuania,2009,female,15-24 years,16,229147,6.98,Lithuania2009,,"37,440,673,478",12412,Millenials
Europe,Lithuania,2009,male,5-14 years,3,169250,1.77,Lithuania2009,,"37,440,673,478",12412,Generation Z
Europe,Lithuania,2009,female,5-14 years,2,160188,1.25,Lithuania2009,,"37,440,673,478",12412,Generation Z
Europe,Luxembourg,2009,male,75+ years,3,12114,24.76,Luxembourg2009,,"51,370,543,206",109483,Silent
Europe,Luxembourg,2009,male,55-74 years,10,44418,22.51,Luxembourg2009,,"51,370,543,206",109483,Silent
Europe,Luxembourg,2009,male,35-54 years,16,79077,20.23,Luxembourg2009,,"51,370,543,206",109483,Boomers
Europe,Luxembourg,2009,male,25-34 years,6,35713,16.8,Luxembourg2009,,"51,370,543,206",109483,Generation X
Europe,Luxembourg,2009,female,35-54 years,7,76687,9.13,Luxembourg2009,,"51,370,543,206",109483,Boomers
Europe,Luxembourg,2009,female,55-74 years,3,45716,6.56,Luxembourg2009,,"51,370,543,206",109483,Silent
Europe,Luxembourg,2009,female,75+ years,1,20687,4.83,Luxembourg2009,,"51,370,543,206",109483,Silent
Europe,Luxembourg,2009,male,15-24 years,1,30148,3.32,Luxembourg2009,,"51,370,543,206",109483,Millenials
Europe,Luxembourg,2009,female,25-34 years,1,35557,2.81,Luxembourg2009,,"51,370,543,206",109483,Generation X
Europe,Luxembourg,2009,female,15-24 years,0,28821,0.0,Luxembourg2009,,"51,370,543,206",109483,Millenials
Europe,Luxembourg,2009,female,5-14 years,0,29292,0.0,Luxembourg2009,,"51,370,543,206",109483,Generation Z
Europe,Luxembourg,2009,male,5-14 years,0,30979,0.0,Luxembourg2009,,"51,370,543,206",109483,Generation Z
Europe,Malta,2009,male,25-34 years,9,31502,28.57,Malta2009,,"8,528,202,278",21695,Generation X
Europe,Malta,2009,male,75+ years,2,9840,20.33,Malta2009,,"8,528,202,278",21695,Silent
Europe,Malta,2009,male,55-74 years,9,45352,19.84,Malta2009,,"8,528,202,278",21695,Silent
Europe,Malta,2009,male,35-54 years,10,56425,17.72,Malta2009,,"8,528,202,278",21695,Boomers
Europe,Malta,2009,male,15-24 years,3,29462,10.18,Malta2009,,"8,528,202,278",21695,Millenials
Europe,Malta,2009,female,25-34 years,2,29150,6.86,Malta2009,,"8,528,202,278",21695,Generation X
Europe,Malta,2009,female,15-24 years,1,27616,3.62,Malta2009,,"8,528,202,278",21695,Millenials
Europe,Malta,2009,female,35-54 years,0,54933,0.0,Malta2009,,"8,528,202,278",21695,Boomers
Europe,Malta,2009,female,5-14 years,0,21609,0.0,Malta2009,,"8,528,202,278",21695,Generation Z
Europe,Malta,2009,female,55-74 years,0,48486,0.0,Malta2009,,"8,528,202,278",21695,Silent
Europe,Malta,2009,female,75+ years,0,15983,0.0,Malta2009,,"8,528,202,278",21695,Silent
Europe,Malta,2009,male,5-14 years,0,22744,0.0,Malta2009,,"8,528,202,278",21695,Generation Z
Africa,Mauritius,2009,male,35-54 years,46,179965,25.56,Mauritius2009,,"9,128,843,109",7873,Boomers
Africa,Mauritius,2009,male,25-34 years,20,99119,20.18,Mauritius2009,,"9,128,843,109",7873,Generation X
Africa,Mauritius,2009,male,15-24 years,16,99793,16.03,Mauritius2009,,"9,128,843,109",7873,Millenials
Africa,Mauritius,2009,male,55-74 years,8,82341,9.72,Mauritius2009,,"9,128,843,109",7873,Silent
Africa,Mauritius,2009,male,75+ years,1,13141,7.61,Mauritius2009,,"9,128,843,109",7873,Silent
Africa,Mauritius,2009,female,15-24 years,7,97984,7.14,Mauritius2009,,"9,128,843,109",7873,Millenials
Africa,Mauritius,2009,female,25-34 years,5,98003,5.1,Mauritius2009,,"9,128,843,109",7873,Generation X
Africa,Mauritius,2009,female,75+ years,1,21454,4.66,Mauritius2009,,"9,128,843,109",7873,Silent
Africa,Mauritius,2009,female,55-74 years,4,93824,4.26,Mauritius2009,,"9,128,843,109",7873,Silent
Africa,Mauritius,2009,female,5-14 years,3,96125,3.12,Mauritius2009,,"9,128,843,109",7873,Generation Z
Africa,Mauritius,2009,female,35-54 years,3,178594,1.68,Mauritius2009,,"9,128,843,109",7873,Boomers
Africa,Mauritius,2009,male,5-14 years,1,99208,1.01,Mauritius2009,,"9,128,843,109",7873,Generation Z
North America,Mexico,2009,male,75+ years,163,1144924,14.24,Mexico2009,,"900,045,362,045",8651,Silent
North America,Mexico,2009,male,25-34 years,985,9636154,10.22,Mexico2009,,"900,045,362,045",8651,Generation X
North America,Mexico,2009,male,35-54 years,1271,12663131,10.04,Mexico2009,,"900,045,362,045",8651,Boomers
North America,Mexico,2009,male,55-74 years,497,5132854,9.68,Mexico2009,,"900,045,362,045",8651,Silent
North America,Mexico,2009,male,15-24 years,1032,11057116,9.33,Mexico2009,,"900,045,362,045",8651,Millenials
North America,Mexico,2009,female,15-24 years,359,10695396,3.36,Mexico2009,,"900,045,362,045",8651,Millenials
North America,Mexico,2009,female,25-34 years,212,9636739,2.2,Mexico2009,,"900,045,362,045",8651,Generation X
North America,Mexico,2009,female,35-54 years,234,13420062,1.74,Mexico2009,,"900,045,362,045",8651,Boomers
North America,Mexico,2009,female,55-74 years,74,5495711,1.35,Mexico2009,,"900,045,362,045",8651,Silent
North America,Mexico,2009,male,5-14 years,109,11979752,0.91,Mexico2009,,"900,045,362,045",8651,Generation Z
North America,Mexico,2009,female,5-14 years,81,11560068,0.7,Mexico2009,,"900,045,362,045",8651,Generation Z
North America,Mexico,2009,female,75+ years,6,1622435,0.37,Mexico2009,,"900,045,362,045",8651,Silent
Europe,Montenegro,2009,male,75+ years,15,12568,119.35,Montenegro2009,,"4,159,330,370",7023,Silent
Europe,Montenegro,2009,male,55-74 years,23,54561,42.15,Montenegro2009,,"4,159,330,370",7023,Silent
Europe,Montenegro,2009,male,35-54 years,34,84584,40.2,Montenegro2009,,"4,159,330,370",7023,Boomers
Europe,Montenegro,2009,female,75+ years,5,18663,26.79,Montenegro2009,,"4,159,330,370",7023,Silent
Europe,Montenegro,2009,female,55-74 years,12,63879,18.79,Montenegro2009,,"4,159,330,370",7023,Silent
Europe,Montenegro,2009,female,35-54 years,10,86065,11.62,Montenegro2009,,"4,159,330,370",7023,Boomers
Europe,Montenegro,2009,male,15-24 years,3,48709,6.16,Montenegro2009,,"4,159,330,370",7023,Millenials
Europe,Montenegro,2009,female,25-34 years,2,47127,4.24,Montenegro2009,,"4,159,330,370",7023,Generation X
Europe,Montenegro,2009,male,5-14 years,1,42803,2.34,Montenegro2009,,"4,159,330,370",7023,Generation Z
Europe,Montenegro,2009,female,15-24 years,1,45885,2.18,Montenegro2009,,"4,159,330,370",7023,Millenials
Europe,Montenegro,2009,male,25-34 years,1,47403,2.11,Montenegro2009,,"4,159,330,370",7023,Generation X
Europe,Montenegro,2009,female,5-14 years,0,39987,0.0,Montenegro2009,,"4,159,330,370",7023,Generation Z
Europe,Netherlands,2009,male,75+ years,96,427097,22.48,Netherlands2009,,"857,932,759,100",54988,Silent
Europe,Netherlands,2009,male,35-54 years,484,2493610,19.41,Netherlands2009,,"857,932,759,100",54988,Boomers
Europe,Netherlands,2009,male,55-74 years,290,1737021,16.7,Netherlands2009,,"857,932,759,100",54988,Silent
Europe,Netherlands,2009,male,25-34 years,115,1003333,11.46,Netherlands2009,,"857,932,759,100",54988,Generation X
Europe,Netherlands,2009,female,35-54 years,209,2458921,8.5,Netherlands2009,,"857,932,759,100",54988,Boomers
Europe,Netherlands,2009,male,15-24 years,77,1025904,7.51,Netherlands2009,,"857,932,759,100",54988,Millenials
Europe,Netherlands,2009,female,55-74 years,131,1773158,7.39,Netherlands2009,,"857,932,759,100",54988,Silent
Europe,Netherlands,2009,female,75+ years,48,705088,6.81,Netherlands2009,,"857,932,759,100",54988,Silent
Europe,Netherlands,2009,female,25-34 years,48,996321,4.82,Netherlands2009,,"857,932,759,100",54988,Generation X
Europe,Netherlands,2009,female,15-24 years,24,991956,2.42,Netherlands2009,,"857,932,759,100",54988,Millenials
Europe,Netherlands,2009,male,5-14 years,6,1017952,0.59,Netherlands2009,,"857,932,759,100",54988,Generation Z
Europe,Netherlands,2009,female,5-14 years,2,971815,0.21,Netherlands2009,,"857,932,759,100",54988,Generation Z
Oceania,New Zealand,2009,male,15-24 years,94,320230,29.35,New Zealand2009,,"121,338,622,025",30259,Millenials
Oceania,New Zealand,2009,male,35-54 years,144,591800,24.33,New Zealand2009,,"121,338,622,025",30259,Boomers
Oceania,New Zealand,2009,male,25-34 years,64,267390,23.94,New Zealand2009,,"121,338,622,025",30259,Generation X
Oceania,New Zealand,2009,male,75+ years,25,104540,23.91,New Zealand2009,,"121,338,622,025",30259,Silent
Oceania,New Zealand,2009,male,55-74 years,61,376390,16.21,New Zealand2009,,"121,338,622,025",30259,Silent
Oceania,New Zealand,2009,female,25-34 years,20,281930,7.09,New Zealand2009,,"121,338,622,025",30259,Generation X
Oceania,New Zealand,2009,female,15-24 years,21,307230,6.84,New Zealand2009,,"121,338,622,025",30259,Millenials
Oceania,New Zealand,2009,female,35-54 years,42,634540,6.62,New Zealand2009,,"121,338,622,025",30259,Boomers
Oceania,New Zealand,2009,female,55-74 years,23,393990,5.84,New Zealand2009,,"121,338,622,025",30259,Silent
Oceania,New Zealand,2009,female,75+ years,8,146230,5.47,New Zealand2009,,"121,338,622,025",30259,Silent
Oceania,New Zealand,2009,male,5-14 years,6,300000,2.0,New Zealand2009,,"121,338,622,025",30259,Generation Z
Oceania,New Zealand,2009,female,5-14 years,4,285710,1.4,New Zealand2009,,"121,338,622,025",30259,Generation Z
Europe,Norway,2009,male,75+ years,36,136204,26.43,Norway2009,,"386,622,457,580",85394,Silent
Europe,Norway,2009,male,55-74 years,111,468346,23.7,Norway2009,,"386,622,457,580",85394,Silent
Europe,Norway,2009,male,35-54 years,153,702700,21.77,Norway2009,,"386,622,457,580",85394,Boomers
Europe,Norway,2009,male,25-34 years,64,317068,20.18,Norway2009,,"386,622,457,580",85394,Generation X
Europe,Norway,2009,male,15-24 years,51,317853,16.05,Norway2009,,"386,622,457,580",85394,Millenials
Europe,Norway,2009,female,25-34 years,31,306776,10.11,Norway2009,,"386,622,457,580",85394,Generation X
Europe,Norway,2009,female,35-54 years,59,669131,8.82,Norway2009,,"386,622,457,580",85394,Boomers
Europe,Norway,2009,female,55-74 years,39,475431,8.2,Norway2009,,"386,622,457,580",85394,Silent
Europe,Norway,2009,female,15-24 years,18,302896,5.94,Norway2009,,"386,622,457,580",85394,Millenials
Europe,Norway,2009,female,75+ years,7,217354,3.22,Norway2009,,"386,622,457,580",85394,Silent
Europe,Norway,2009,female,5-14 years,3,299406,1.0,Norway2009,,"386,622,457,580",85394,Generation Z
Europe,Norway,2009,male,5-14 years,1,314371,0.32,Norway2009,,"386,622,457,580",85394,Generation Z
Asia,Oman,2009,male,75+ years,2,10803,18.51,Oman2009,,"48,388,296,489",18557,Silent
Asia,Oman,2009,male,25-34 years,7,429691,1.63,Oman2009,,"48,388,296,489",18557,Generation X
Asia,Oman,2009,male,15-24 years,3,372207,0.81,Oman2009,,"48,388,296,489",18557,Millenials
Asia,Oman,2009,male,35-54 years,1,418960,0.24,Oman2009,,"48,388,296,489",18557,Boomers
Asia,Oman,2009,female,15-24 years,0,272065,0.0,Oman2009,,"48,388,296,489",18557,Millenials
Asia,Oman,2009,female,25-34 years,0,251089,0.0,Oman2009,,"48,388,296,489",18557,Generation X
Asia,Oman,2009,female,35-54 years,0,197737,0.0,Oman2009,,"48,388,296,489",18557,Boomers
Asia,Oman,2009,female,5-14 years,0,240602,0.0,Oman2009,,"48,388,296,489",18557,Generation Z
Asia,Oman,2009,female,55-74 years,0,61620,0.0,Oman2009,,"48,388,296,489",18557,Silent
Asia,Oman,2009,female,75+ years,0,13886,0.0,Oman2009,,"48,388,296,489",18557,Silent
Asia,Oman,2009,male,5-14 years,0,248322,0.0,Oman2009,,"48,388,296,489",18557,Generation Z
Asia,Oman,2009,male,55-74 years,0,90567,0.0,Oman2009,,"48,388,296,489",18557,Silent
North America,Panama,2009,male,25-34 years,44,289198,15.21,Panama2009,,"27,116,635,600",8436,Generation X
North America,Panama,2009,male,55-74 years,27,182355,14.81,Panama2009,,"27,116,635,600",8436,Silent
North America,Panama,2009,male,35-54 years,42,428945,9.79,Panama2009,,"27,116,635,600",8436,Boomers
North America,Panama,2009,male,15-24 years,29,317792,9.13,Panama2009,,"27,116,635,600",8436,Millenials
North America,Panama,2009,male,75+ years,4,43998,9.09,Panama2009,,"27,116,635,600",8436,Silent
North America,Panama,2009,female,15-24 years,16,307454,5.2,Panama2009,,"27,116,635,600",8436,Millenials
North America,Panama,2009,female,55-74 years,3,192158,1.56,Panama2009,,"27,116,635,600",8436,Silent
North America,Panama,2009,female,25-34 years,4,282846,1.41,Panama2009,,"27,116,635,600",8436,Generation X
North America,Panama,2009,female,35-54 years,4,430632,0.93,Panama2009,,"27,116,635,600",8436,Boomers
North America,Panama,2009,male,5-14 years,3,350210,0.86,Panama2009,,"27,116,635,600",8436,Generation Z
North America,Panama,2009,female,5-14 years,1,337598,0.3,Panama2009,,"27,116,635,600",8436,Generation Z
North America,Panama,2009,female,75+ years,0,51327,0.0,Panama2009,,"27,116,635,600",8436,Silent
South America,Paraguay,2009,male,75+ years,7,53377,13.11,Paraguay2009,,"15,929,902,138",2920,Silent
South America,Paraguay,2009,male,55-74 years,32,279099,11.47,Paraguay2009,,"15,929,902,138",2920,Silent
South America,Paraguay,2009,male,15-24 years,73,647674,11.27,Paraguay2009,,"15,929,902,138",2920,Millenials
South America,Paraguay,2009,male,25-34 years,43,486170,8.84,Paraguay2009,,"15,929,902,138",2920,Generation X
South America,Paraguay,2009,male,35-54 years,53,604066,8.77,Paraguay2009,,"15,929,902,138",2920,Boomers
South America,Paraguay,2009,female,15-24 years,33,625692,5.27,Paraguay2009,,"15,929,902,138",2920,Millenials
South America,Paraguay,2009,female,25-34 years,12,468073,2.56,Paraguay2009,,"15,929,902,138",2920,Generation X
South America,Paraguay,2009,female,35-54 years,14,583930,2.4,Paraguay2009,,"15,929,902,138",2920,Boomers
South America,Paraguay,2009,female,55-74 years,6,275899,2.17,Paraguay2009,,"15,929,902,138",2920,Silent
South America,Paraguay,2009,female,5-14 years,5,669630,0.75,Paraguay2009,,"15,929,902,138",2920,Generation Z
South America,Paraguay,2009,male,5-14 years,5,695155,0.72,Paraguay2009,,"15,929,902,138",2920,Generation Z
South America,Paraguay,2009,female,75+ years,0,67455,0.0,Paraguay2009,,"15,929,902,138",2920,Silent
Asia,Philippines,2009,male,75+ years,30,435025,6.9,Philippines2009,,"168,334,601,260",2073,Silent
Asia,Philippines,2009,male,25-34 years,383,7144648,5.36,Philippines2009,,"168,334,601,260",2073,Generation X
Asia,Philippines,2009,male,15-24 years,475,9146246,5.19,Philippines2009,,"168,334,601,260",2073,Millenials
Asia,Philippines,2009,male,55-74 years,171,3542917,4.83,Philippines2009,,"168,334,601,260",2073,Silent
Asia,Philippines,2009,male,35-54 years,468,9849908,4.75,Philippines2009,,"168,334,601,260",2073,Boomers
Asia,Philippines,2009,female,15-24 years,232,8838722,2.62,Philippines2009,,"168,334,601,260",2073,Millenials
Asia,Philippines,2009,female,25-34 years,101,6948096,1.45,Philippines2009,,"168,334,601,260",2073,Generation X
Asia,Philippines,2009,female,55-74 years,56,3992044,1.4,Philippines2009,,"168,334,601,260",2073,Silent
Asia,Philippines,2009,female,35-54 years,114,9705410,1.17,Philippines2009,,"168,334,601,260",2073,Boomers
Asia,Philippines,2009,female,75+ years,6,696919,0.86,Philippines2009,,"168,334,601,260",2073,Silent
Asia,Philippines,2009,male,5-14 years,22,10758565,0.2,Philippines2009,,"168,334,601,260",2073,Generation Z
Asia,Philippines,2009,female,5-14 years,16,10135355,0.16,Philippines2009,,"168,334,601,260",2073,Generation Z
Europe,Poland,2009,male,35-54 years,2343,5232406,44.78,Poland2009,,"439,796,160,379",12141,Boomers
Europe,Poland,2009,male,55-74 years,1501,3393358,44.23,Poland2009,,"439,796,160,379",12141,Silent
Europe,Poland,2009,male,75+ years,270,788583,34.24,Poland2009,,"439,796,160,379",12141,Silent
Europe,Poland,2009,male,25-34 years,784,3173718,24.7,Poland2009,,"439,796,160,379",12141,Generation X
Europe,Poland,2009,male,15-24 years,608,2851473,21.32,Poland2009,,"439,796,160,379",12141,Millenials
Europe,Poland,2009,female,55-74 years,340,4182592,8.13,Poland2009,,"439,796,160,379",12141,Silent
Europe,Poland,2009,female,35-54 years,342,5294575,6.46,Poland2009,,"439,796,160,379",12141,Boomers
Europe,Poland,2009,female,75+ years,94,1590245,5.91,Poland2009,,"439,796,160,379",12141,Silent
Europe,Poland,2009,female,15-24 years,75,2740576,2.74,Poland2009,,"439,796,160,379",12141,Millenials
Europe,Poland,2009,female,25-34 years,82,3090294,2.65,Poland2009,,"439,796,160,379",12141,Generation X
Europe,Poland,2009,male,5-14 years,25,1992140,1.25,Poland2009,,"439,796,160,379",12141,Generation Z
Europe,Poland,2009,female,5-14 years,13,1893442,0.69,Poland2009,,"439,796,160,379",12141,Generation Z
Europe,Portugal,2009,male,75+ years,202,341119,59.22,Portugal2009,,"243,745,748,819",24254,Silent
Europe,Portugal,2009,male,55-74 years,250,1050939,23.79,Portugal2009,,"243,745,748,819",24254,Silent
Europe,Portugal,2009,male,35-54 years,235,1490036,15.77,Portugal2009,,"243,745,748,819",24254,Boomers
Europe,Portugal,2009,female,75+ years,58,557541,10.4,Portugal2009,,"243,745,748,819",24254,Silent
Europe,Portugal,2009,male,25-34 years,74,752496,9.83,Portugal2009,,"243,745,748,819",24254,Generation X
Europe,Portugal,2009,male,15-24 years,41,597960,6.86,Portugal2009,,"243,745,748,819",24254,Millenials
Europe,Portugal,2009,female,55-74 years,74,1234820,5.99,Portugal2009,,"243,745,748,819",24254,Silent
Europe,Portugal,2009,female,35-54 years,66,1570466,4.2,Portugal2009,,"243,745,748,819",24254,Boomers
Europe,Portugal,2009,female,25-34 years,16,769405,2.08,Portugal2009,,"243,745,748,819",24254,Generation X
Europe,Portugal,2009,female,15-24 years,8,578987,1.38,Portugal2009,,"243,745,748,819",24254,Millenials
Europe,Portugal,2009,male,5-14 years,1,567117,0.18,Portugal2009,,"243,745,748,819",24254,Generation Z
Europe,Portugal,2009,female,5-14 years,0,539032,0.0,Portugal2009,,"243,745,748,819",24254,Generation Z
North America,Puerto Rico,2009,male,75+ years,31,85763,36.15,Puerto Rico2009,,"96,385,638,000",27661,Silent
North America,Puerto Rico,2009,male,55-74 years,82,292914,27.99,Puerto Rico2009,,"96,385,638,000",27661,Silent
North America,Puerto Rico,2009,male,35-54 years,111,451905,24.56,Puerto Rico2009,,"96,385,638,000",27661,Boomers
North America,Puerto Rico,2009,male,25-34 years,51,263724,19.34,Puerto Rico2009,,"96,385,638,000",27661,Generation X
North America,Puerto Rico,2009,male,15-24 years,25,291774,8.57,Puerto Rico2009,,"96,385,638,000",27661,Millenials
North America,Puerto Rico,2009,female,25-34 years,7,271400,2.58,Puerto Rico2009,,"96,385,638,000",27661,Generation X
North America,Puerto Rico,2009,female,35-54 years,12,513239,2.34,Puerto Rico2009,,"96,385,638,000",27661,Boomers
North America,Puerto Rico,2009,female,55-74 years,7,357988,1.96,Puerto Rico2009,,"96,385,638,000",27661,Silent
North America,Puerto Rico,2009,female,15-24 years,3,287058,1.05,Puerto Rico2009,,"96,385,638,000",27661,Millenials
North America,Puerto Rico,2009,male,5-14 years,1,280317,0.36,Puerto Rico2009,,"96,385,638,000",27661,Generation Z
North America,Puerto Rico,2009,female,5-14 years,0,260415,0.0,Puerto Rico2009,,"96,385,638,000",27661,Generation Z
North America,Puerto Rico,2009,female,75+ years,0,127977,0.0,Puerto Rico2009,,"96,385,638,000",27661,Silent
Asia,Qatar,2009,male,55-74 years,2,45092,4.44,Qatar2009,,"97,798,351,648",64911,Silent
Asia,Qatar,2009,male,15-24 years,8,194348,4.12,Qatar2009,,"97,798,351,648",64911,Millenials
Asia,Qatar,2009,male,25-34 years,16,399923,4.0,Qatar2009,,"97,798,351,648",64911,Generation X
Asia,Qatar,2009,male,35-54 years,15,442932,3.39,Qatar2009,,"97,798,351,648",64911,Boomers
Asia,Qatar,2009,female,15-24 years,2,67911,2.95,Qatar2009,,"97,798,351,648",64911,Millenials
Asia,Qatar,2009,female,25-34 years,1,100429,1.0,Qatar2009,,"97,798,351,648",64911,Generation X
Asia,Qatar,2009,female,35-54 years,0,104199,0.0,Qatar2009,,"97,798,351,648",64911,Boomers
Asia,Qatar,2009,female,5-14 years,0,65535,0.0,Qatar2009,,"97,798,351,648",64911,Generation Z
Asia,Qatar,2009,female,55-74 years,0,14648,0.0,Qatar2009,,"97,798,351,648",64911,Silent
