continent,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Europe,Netherlands,2001,female,75+ years,54,636833,8.48,Netherlands2001,,"426,573,601,790",28366,Silent
Europe,Netherlands,2001,male,15-24 years,71,968251,7.33,Netherlands2001,,"426,573,601,790",28366,Millenials
Europe,Netherlands,2001,female,55-74 years,106,1478539,7.17,Netherlands2001,,"426,573,601,790",28366,Silent
Europe,Netherlands,2001,female,25-34 years,61,1188832,5.13,Netherlands2001,,"426,573,601,790",28366,Generation X
Europe,Netherlands,2001,female,15-24 years,32,934725,3.42,Netherlands2001,,"426,573,601,790",28366,Millenials
Europe,Netherlands,2001,female,5-14 years,2,967153,0.21,Netherlands2001,,"426,573,601,790",28366,Millenials
Europe,Netherlands,2001,male,5-14 years,1,1012887,0.1,Netherlands2001,,"426,573,601,790",28366,Millenials
Europe,Netherlands,2002,male,75+ years,90,350179,25.7,Netherlands2002,,"465,368,906,456",30757,Silent
Europe,Netherlands,2002,male,35-54 years,482,2481771,19.42,Netherlands2002,,"465,368,906,456",30757,Boomers
Europe,Netherlands,2002,male,55-74 years,227,1454558,15.61,Netherlands2002,,"465,368,906,456",30757,Silent
Europe,Netherlands,2002,male,25-34 years,179,1191890,15.02,Netherlands2002,,"465,368,906,456",30757,Generation X
Europe,Netherlands,2002,female,55-74 years,148,1527586,9.69,Netherlands2002,,"465,368,906,456",30757,Silent
Europe,Netherlands,2002,female,35-54 years,218,2409590,9.05,Netherlands2002,,"465,368,906,456",30757,Boomers
Europe,Netherlands,2002,female,75+ years,56,642771,8.71,Netherlands2002,,"465,368,906,456",30757,Silent
Europe,Netherlands,2002,male,15-24 years,80,978378,8.18,Netherlands2002,,"465,368,906,456",30757,Millenials
Europe,Netherlands,2002,female,25-34 years,57,1164180,4.9,Netherlands2002,,"465,368,906,456",30757,Generation X
Europe,Netherlands,2002,female,15-24 years,26,943864,2.75,Netherlands2002,,"465,368,906,456",30757,Millenials
Europe,Netherlands,2002,male,5-14 years,5,1015880,0.49,Netherlands2002,,"465,368,906,456",30757,Millenials
Europe,Netherlands,2002,female,5-14 years,2,969671,0.21,Netherlands2002,,"465,368,906,456",30757,Millenials
Europe,Netherlands,2003,male,75+ years,78,357715,21.81,Netherlands2003,,"571,863,431,151",37614,Silent
Europe,Netherlands,2003,male,35-54 years,459,2483688,18.48,Netherlands2003,,"571,863,431,151",37614,Boomers
Europe,Netherlands,2003,male,55-74 years,246,1504780,16.35,Netherlands2003,,"571,863,431,151",37614,Silent
Europe,Netherlands,2003,male,25-34 years,165,1157639,14.25,Netherlands2003,,"571,863,431,151",37614,Generation X
Europe,Netherlands,2003,female,75+ years,71,648808,10.94,Netherlands2003,,"571,863,431,151",37614,Silent
Europe,Netherlands,2003,female,55-74 years,142,1570271,9.04,Netherlands2003,,"571,863,431,151",37614,Silent
Europe,Netherlands,2003,female,35-54 years,193,2416242,7.99,Netherlands2003,,"571,863,431,151",37614,Boomers
Europe,Netherlands,2003,male,15-24 years,68,985449,6.9,Netherlands2003,,"571,863,431,151",37614,Millenials
Europe,Netherlands,2003,female,25-34 years,48,1137043,4.22,Netherlands2003,,"571,863,431,151",37614,Generation X
Europe,Netherlands,2003,female,15-24 years,29,950780,3.05,Netherlands2003,,"571,863,431,151",37614,Millenials
Europe,Netherlands,2003,male,5-14 years,2,1018379,0.2,Netherlands2003,,"571,863,431,151",37614,Millenials
Europe,Netherlands,2003,female,5-14 years,1,972603,0.1,Netherlands2003,,"571,863,431,151",37614,Millenials
Europe,Netherlands,2004,male,75+ years,83,366987,22.62,Netherlands2004,,"650,532,654,582",42614,Silent
Europe,Netherlands,2004,male,35-54 years,489,2492028,19.62,Netherlands2004,,"650,532,654,582",42614,Boomers
Europe,Netherlands,2004,male,55-74 years,230,1548535,14.85,Netherlands2004,,"650,532,654,582",42614,Silent
Europe,Netherlands,2004,male,25-34 years,141,1118373,12.61,Netherlands2004,,"650,532,654,582",42614,Generation X
Europe,Netherlands,2004,female,35-54 years,231,2430075,9.51,Netherlands2004,,"650,532,654,582",42614,Boomers
Europe,Netherlands,2004,female,75+ years,60,656752,9.14,Netherlands2004,,"650,532,654,582",42614,Silent
Europe,Netherlands,2004,female,55-74 years,132,1606894,8.21,Netherlands2004,,"650,532,654,582",42614,Silent
Europe,Netherlands,2004,male,15-24 years,72,988827,7.28,Netherlands2004,,"650,532,654,582",42614,Millenials
Europe,Netherlands,2004,female,25-34 years,42,1105273,3.8,Netherlands2004,,"650,532,654,582",42614,Generation X
Europe,Netherlands,2004,female,15-24 years,25,955899,2.62,Netherlands2004,,"650,532,654,582",42614,Millenials
Europe,Netherlands,2004,male,5-14 years,7,1021382,0.69,Netherlands2004,,"650,532,654,582",42614,Millenials
Europe,Netherlands,2004,female,5-14 years,2,974836,0.21,Netherlands2004,,"650,532,654,582",42614,Millenials
Europe,Netherlands,2005,male,75+ years,80,377913,21.17,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Silent
Europe,Netherlands,2005,male,35-54 years,503,2502562,20.1,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Boomers
Europe,Netherlands,2005,male,55-74 years,258,1587471,16.25,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Silent
Europe,Netherlands,2005,male,25-34 years,144,1078642,13.35,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Generation X
Europe,Netherlands,2005,female,35-54 years,228,2446316,9.32,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Boomers
Europe,Netherlands,2005,female,55-74 years,134,1639946,8.17,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Silent
Europe,Netherlands,2005,male,15-24 years,78,992090,7.86,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Millenials
Europe,Netherlands,2005,female,75+ years,48,666329,7.2,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Silent
Europe,Netherlands,2005,female,25-34 years,55,1071944,5.13,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Generation X
Europe,Netherlands,2005,female,15-24 years,33,960181,3.44,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Millenials
Europe,Netherlands,2005,male,5-14 years,11,1021870,1.08,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Millenials
Europe,Netherlands,2005,female,5-14 years,2,975331,0.21,Netherlands2005,0.8909999999999999,"678,533,764,457",44289,Millenials
Europe,Netherlands,2006,male,75+ years,95,389546,24.39,Netherlands2006,,"726,649,102,998",47281,Silent
Europe,Netherlands,2006,male,35-54 years,468,2508382,18.66,Netherlands2006,,"726,649,102,998",47281,Boomers
Europe,Netherlands,2006,male,55-74 years,248,1623656,15.27,Netherlands2006,,"726,649,102,998",47281,Silent
Europe,Netherlands,2006,male,25-34 years,143,1044859,13.69,Netherlands2006,,"726,649,102,998",47281,Generation X
Europe,Netherlands,2006,male,15-24 years,91,996333,9.13,Netherlands2006,,"726,649,102,998",47281,Millenials
Europe,Netherlands,2006,female,55-74 years,141,1670944,8.44,Netherlands2006,,"726,649,102,998",47281,Silent
Europe,Netherlands,2006,female,35-54 years,207,2458615,8.42,Netherlands2006,,"726,649,102,998",47281,Boomers
Europe,Netherlands,2006,female,75+ years,43,676057,6.36,Netherlands2006,,"726,649,102,998",47281,Silent
Europe,Netherlands,2006,female,25-34 years,51,1042374,4.89,Netherlands2006,,"726,649,102,998",47281,Generation X
Europe,Netherlands,2006,female,15-24 years,34,963837,3.53,Netherlands2006,,"726,649,102,998",47281,Millenials
Europe,Netherlands,2006,female,5-14 years,3,974095,0.31,Netherlands2006,,"726,649,102,998",47281,Millenials
Europe,Netherlands,2006,male,5-14 years,1,1019999,0.1,Netherlands2006,,"726,649,102,998",47281,Millenials
Europe,Netherlands,2007,male,75+ years,76,401873,18.91,Netherlands2007,,"839,419,655,078",54418,Silent
Europe,Netherlands,2007,male,35-54 years,427,2508053,17.03,Netherlands2007,,"839,419,655,078",54418,Boomers
Europe,Netherlands,2007,male,55-74 years,250,1660580,15.05,Netherlands2007,,"839,419,655,078",54418,Silent
Europe,Netherlands,2007,male,25-34 years,114,1018680,11.19,Netherlands2007,,"839,419,655,078",54418,Generation X
Europe,Netherlands,2007,female,55-74 years,124,1703333,7.28,Netherlands2007,,"839,419,655,078",54418,Silent
Europe,Netherlands,2007,male,15-24 years,72,1003453,7.18,Netherlands2007,,"839,419,655,078",54418,Millenials
Europe,Netherlands,2007,female,35-54 years,171,2464793,6.94,Netherlands2007,,"839,419,655,078",54418,Boomers
Europe,Netherlands,2007,female,75+ years,41,686244,5.97,Netherlands2007,,"839,419,655,078",54418,Silent
Europe,Netherlands,2007,female,25-34 years,48,1017477,4.72,Netherlands2007,,"839,419,655,078",54418,Generation X
Europe,Netherlands,2007,female,15-24 years,22,970052,2.27,Netherlands2007,,"839,419,655,078",54418,Millenials
Europe,Netherlands,2007,male,5-14 years,5,1018393,0.49,Netherlands2007,,"839,419,655,078",54418,Generation Z
Europe,Netherlands,2007,female,5-14 years,4,972473,0.41,Netherlands2007,,"839,419,655,078",54418,Generation Z
Europe,Netherlands,2008,male,75+ years,86,414420,20.75,Netherlands2008,,"936,228,211,513",60375,Silent
Europe,Netherlands,2008,male,35-54 years,462,2502579,18.46,Netherlands2008,,"936,228,211,513",60375,Boomers
Europe,Netherlands,2008,male,55-74 years,252,1698728,14.83,Netherlands2008,,"936,228,211,513",60375,Silent
Europe,Netherlands,2008,male,25-34 years,119,1005566,11.83,Netherlands2008,,"936,228,211,513",60375,Generation X
Europe,Netherlands,2008,female,55-74 years,153,1737666,8.8,Netherlands2008,,"936,228,211,513",60375,Silent
Europe,Netherlands,2008,female,35-54 years,184,2464321,7.47,Netherlands2008,,"936,228,211,513",60375,Boomers
Europe,Netherlands,2008,male,15-24 years,67,1014326,6.61,Netherlands2008,,"936,228,211,513",60375,Millenials
Europe,Netherlands,2008,female,75+ years,39,696023,5.6,Netherlands2008,,"936,228,211,513",60375,Silent
Europe,Netherlands,2008,female,25-34 years,41,1001975,4.09,Netherlands2008,,"936,228,211,513",60375,Generation X
Europe,Netherlands,2008,female,15-24 years,31,980609,3.16,Netherlands2008,,"936,228,211,513",60375,Millenials
Europe,Netherlands,2008,male,5-14 years,5,1018474,0.49,Netherlands2008,,"936,228,211,513",60375,Generation Z
Europe,Netherlands,2008,female,5-14 years,0,972276,0.0,Netherlands2008,,"936,228,211,513",60375,Generation Z
Europe,Netherlands,2009,male,75+ years,96,427097,22.48,Netherlands2009,,"857,932,759,100",54988,Silent
Europe,Netherlands,2009,male,35-54 years,484,2493610,19.41,Netherlands2009,,"857,932,759,100",54988,Boomers
Europe,Netherlands,2009,male,55-74 years,290,1737021,16.7,Netherlands2009,,"857,932,759,100",54988,Silent
Europe,Netherlands,2009,male,25-34 years,115,1003333,11.46,Netherlands2009,,"857,932,759,100",54988,Generation X
Europe,Netherlands,2009,female,35-54 years,209,2458921,8.5,Netherlands2009,,"857,932,759,100",54988,Boomers
Europe,Netherlands,2009,male,15-24 years,77,1025904,7.51,Netherlands2009,,"857,932,759,100",54988,Millenials
Europe,Netherlands,2009,female,55-74 years,131,1773158,7.39,Netherlands2009,,"857,932,759,100",54988,Silent
Europe,Netherlands,2009,female,75+ years,48,705088,6.81,Netherlands2009,,"857,932,759,100",54988,Silent
Europe,Netherlands,2009,female,25-34 years,48,996321,4.82,Netherlands2009,,"857,932,759,100",54988,Generation X
Europe,Netherlands,2009,female,15-24 years,24,991956,2.42,Netherlands2009,,"857,932,759,100",54988,Millenials
Europe,Netherlands,2009,male,5-14 years,6,1017952,0.59,Netherlands2009,,"857,932,759,100",54988,Generation Z
Europe,Netherlands,2009,female,5-14 years,2,971815,0.21,Netherlands2009,,"857,932,759,100",54988,Generation Z
Europe,Netherlands,2010,male,35-54 years,496,2479310,20.01,Netherlands2010,0.909,"836,389,937,229",53302,Generation X
Europe,Netherlands,2010,male,55-74 years,332,1774913,18.71,Netherlands2010,0.909,"836,389,937,229",53302,Silent
Europe,Netherlands,2010,male,75+ years,82,440573,18.61,Netherlands2010,0.909,"836,389,937,229",53302,Silent
Europe,Netherlands,2010,male,25-34 years,115,1005583,11.44,Netherlands2010,0.909,"836,389,937,229",53302,Generation X
Europe,Netherlands,2010,male,15-24 years,97,1034368,9.38,Netherlands2010,0.909,"836,389,937,229",53302,Millenials
Europe,Netherlands,2010,female,35-54 years,208,2448571,8.49,Netherlands2010,0.909,"836,389,937,229",53302,Generation X
Europe,Netherlands,2010,female,55-74 years,143,1809756,7.9,Netherlands2010,0.909,"836,389,937,229",53302,Silent
Europe,Netherlands,2010,female,75+ years,46,714774,6.44,Netherlands2010,0.909,"836,389,937,229",53302,Silent
Europe,Netherlands,2010,female,25-34 years,53,997025,5.32,Netherlands2010,0.909,"836,389,937,229",53302,Generation X
Europe,Netherlands,2010,female,15-24 years,26,1000536,2.6,Netherlands2010,0.909,"836,389,937,229",53302,Millenials
Europe,Netherlands,2010,male,5-14 years,5,1015895,0.49,Netherlands2010,0.909,"836,389,937,229",53302,Generation Z
Europe,Netherlands,2010,female,5-14 years,1,970105,0.1,Netherlands2010,0.909,"836,389,937,229",53302,Generation Z
Europe,Netherlands,2011,male,35-54 years,504,2459735,20.49,Netherlands2011,0.919,"893,757,287,202",56667,Generation X
Europe,Netherlands,2011,male,75+ years,91,455083,20.0,Netherlands2011,0.919,"893,757,287,202",56667,Silent
Europe,Netherlands,2011,male,55-74 years,316,1813398,17.43,Netherlands2011,0.919,"893,757,287,202",56667,Boomers
Europe,Netherlands,2011,male,25-34 years,138,1010996,13.65,Netherlands2011,0.919,"893,757,287,202",56667,Millenials
Europe,Netherlands,2011,female,55-74 years,161,1847013,8.72,Netherlands2011,0.919,"893,757,287,202",56667,Boomers
Europe,Netherlands,2011,female,35-54 years,210,2433362,8.63,Netherlands2011,0.919,"893,757,287,202",56667,Generation X
Europe,Netherlands,2011,male,15-24 years,85,1039605,8.18,Netherlands2011,0.919,"893,757,287,202",56667,Millenials
Europe,Netherlands,2011,female,25-34 years,63,1002441,6.28,Netherlands2011,0.919,"893,757,287,202",56667,Millenials
Europe,Netherlands,2011,female,75+ years,40,724633,5.52,Netherlands2011,0.919,"893,757,287,202",56667,Silent
Europe,Netherlands,2011,female,15-24 years,38,1004949,3.78,Netherlands2011,0.919,"893,757,287,202",56667,Millenials
Europe,Netherlands,2011,male,5-14 years,3,1013127,0.3,Netherlands2011,0.919,"893,757,287,202",56667,Generation Z
Europe,Netherlands,2011,female,5-14 years,1,967820,0.1,Netherlands2011,0.919,"893,757,287,202",56667,Generation Z
Europe,Netherlands,2012,male,35-54 years,532,2436155,21.84,Netherlands2012,0.92,"828,946,812,397",52334,Generation X
Europe,Netherlands,2012,male,75+ years,91,469742,19.37,Netherlands2012,0.92,"828,946,812,397",52334,Silent
Europe,Netherlands,2012,male,55-74 years,319,1852538,17.22,Netherlands2012,0.92,"828,946,812,397",52334,Boomers
Europe,Netherlands,2012,male,25-34 years,143,1017789,14.05,Netherlands2012,0.92,"828,946,812,397",52334,Millenials
Europe,Netherlands,2012,female,35-54 years,240,2414858,9.94,Netherlands2012,0.92,"828,946,812,397",52334,Generation X
Europe,Netherlands,2012,female,55-74 years,182,1885068,9.65,Netherlands2012,0.92,"828,946,812,397",52334,Boomers
Europe,Netherlands,2012,male,15-24 years,97,1041845,9.31,Netherlands2012,0.92,"828,946,812,397",52334,Millenials
Europe,Netherlands,2012,female,75+ years,55,734017,7.49,Netherlands2012,0.92,"828,946,812,397",52334,Silent
Europe,Netherlands,2012,female,25-34 years,58,1008927,5.75,Netherlands2012,0.92,"828,946,812,397",52334,Millenials
Europe,Netherlands,2012,female,15-24 years,33,1006742,3.28,Netherlands2012,0.92,"828,946,812,397",52334,Millenials
Europe,Netherlands,2012,male,5-14 years,4,1008342,0.4,Netherlands2012,0.92,"828,946,812,397",52334,Generation Z
Europe,Netherlands,2012,female,5-14 years,2,963480,0.21,Netherlands2012,0.92,"828,946,812,397",52334,Generation Z
Europe,Netherlands,2013,male,35-54 years,555,2410644,23.02,Netherlands2013,0.92,"866,680,000,367",54510,Generation X
Europe,Netherlands,2013,male,75+ years,109,485554,22.45,Netherlands2013,0.92,"866,680,000,367",54510,Silent
Europe,Netherlands,2013,male,55-74 years,409,1890352,21.64,Netherlands2013,0.92,"866,680,000,367",54510,Boomers
Europe,Netherlands,2013,male,25-34 years,137,1024168,13.38,Netherlands2013,0.92,"866,680,000,367",54510,Millenials
Europe,Netherlands,2013,female,55-74 years,186,1922945,9.67,Netherlands2013,0.92,"866,680,000,367",54510,Boomers
Europe,Netherlands,2013,male,15-24 years,93,1044562,8.9,Netherlands2013,0.92,"866,680,000,367",54510,Millenials
Europe,Netherlands,2013,female,35-54 years,209,2394702,8.73,Netherlands2013,0.92,"866,680,000,367",54510,Generation X
Europe,Netherlands,2013,female,75+ years,59,744083,7.93,Netherlands2013,0.92,"866,680,000,367",54510,Silent
Europe,Netherlands,2013,female,15-24 years,46,1009345,4.56,Netherlands2013,0.92,"866,680,000,367",54510,Millenials
Europe,Netherlands,2013,female,25-34 years,46,1014090,4.54,Netherlands2013,0.92,"866,680,000,367",54510,Millenials
Europe,Netherlands,2013,male,5-14 years,4,1002074,0.4,Netherlands2013,0.92,"866,680,000,367",54510,Generation Z
Europe,Netherlands,2013,female,5-14 years,3,956989,0.31,Netherlands2013,0.92,"866,680,000,367",54510,Generation Z
Europe,Netherlands,2014,male,35-54 years,563,2410644,23.35,Netherlands2014,0.922,"879,635,084,125",55325,Generation X
Europe,Netherlands,2014,male,55-74 years,391,1890352,20.68,Netherlands2014,0.922,"879,635,084,125",55325,Boomers
Europe,Netherlands,2014,male,75+ years,97,485554,19.98,Netherlands2014,0.922,"879,635,084,125",55325,Silent
Europe,Netherlands,2014,male,25-34 years,117,1024168,11.42,Netherlands2014,0.922,"879,635,084,125",55325,Millenials
Europe,Netherlands,2014,female,55-74 years,197,1922945,10.24,Netherlands2014,0.922,"879,635,084,125",55325,Boomers
Europe,Netherlands,2014,female,35-54 years,228,2394702,9.52,Netherlands2014,0.922,"879,635,084,125",55325,Generation X
Europe,Netherlands,2014,female,75+ years,61,744083,8.2,Netherlands2014,0.922,"879,635,084,125",55325,Silent
Europe,Netherlands,2014,male,15-24 years,81,1044562,7.75,Netherlands2014,0.922,"879,635,084,125",55325,Millenials
Europe,Netherlands,2014,female,25-34 years,54,1014090,5.32,Netherlands2014,0.922,"879,635,084,125",55325,Millenials
Europe,Netherlands,2014,female,15-24 years,48,1009345,4.76,Netherlands2014,0.922,"879,635,084,125",55325,Millenials
Europe,Netherlands,2014,female,5-14 years,1,956989,0.1,Netherlands2014,0.922,"879,635,084,125",55325,Generation Z
Europe,Netherlands,2014,male,5-14 years,1,1002074,0.1,Netherlands2014,0.922,"879,635,084,125",55325,Generation Z
Oceania,New Zealand,2000,male,25-34 years,105,270430,38.83,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Generation X
Oceania,New Zealand,2000,male,15-24 years,81,266610,30.38,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Generation X
Oceania,New Zealand,2000,male,35-54 years,113,540160,20.92,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Boomers
Oceania,New Zealand,2000,male,75+ years,16,77050,20.77,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,G.I. Generation
Oceania,New Zealand,2000,male,55-74 years,57,287820,19.8,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Silent
Oceania,New Zealand,2000,female,25-34 years,21,290740,7.22,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Generation X
Oceania,New Zealand,2000,female,15-24 years,15,261330,5.74,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Generation X
Oceania,New Zealand,2000,female,35-54 years,30,558340,5.37,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Boomers
Oceania,New Zealand,2000,female,55-74 years,12,300560,3.99,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Silent
Oceania,New Zealand,2000,female,75+ years,4,125530,3.19,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,G.I. Generation
Oceania,New Zealand,2000,male,5-14 years,3,305390,0.98,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Millenials
Oceania,New Zealand,2000,female,5-14 years,1,289730,0.35,New Zealand2000,0.8740000000000001,"52,622,842,840",14725,Millenials
Oceania,New Zealand,2001,male,25-34 years,92,264130,34.83,New Zealand2001,,"53,872,425,917",14968,Generation X
Oceania,New Zealand,2001,male,15-24 years,87,269420,32.29,New Zealand2001,,"53,872,425,917",14968,Millenials
Oceania,New Zealand,2001,male,75+ years,25,80070,31.22,New Zealand2001,,"53,872,425,917",14968,Silent
Oceania,New Zealand,2001,male,35-54 years,130,544420,23.88,New Zealand2001,,"53,872,425,917",14968,Boomers
Oceania,New Zealand,2001,male,55-74 years,54,294430,18.34,New Zealand2001,,"53,872,425,917",14968,Silent
Oceania,New Zealand,2001,female,25-34 years,29,284680,10.19,New Zealand2001,,"53,872,425,917",14968,Generation X
Oceania,New Zealand,2001,female,15-24 years,23,263730,8.72,New Zealand2001,,"53,872,425,917",14968,Millenials
Oceania,New Zealand,2001,female,75+ years,9,128740,6.99,New Zealand2001,,"53,872,425,917",14968,Silent
Oceania,New Zealand,2001,female,35-54 years,39,565790,6.89,New Zealand2001,,"53,872,425,917",14968,Boomers
Oceania,New Zealand,2001,female,55-74 years,17,307490,5.53,New Zealand2001,,"53,872,425,917",14968,Silent
Oceania,New Zealand,2001,female,5-14 years,2,289760,0.69,New Zealand2001,,"53,872,425,917",14968,Millenials
Oceania,New Zealand,2001,male,5-14 years,1,306430,0.33,New Zealand2001,,"53,872,425,917",14968,Millenials
Oceania,New Zealand,2002,male,25-34 years,82,263160,31.16,New Zealand2002,,"66,627,729,311",18208,Generation X
Oceania,New Zealand,2002,male,35-54 years,131,550840,23.78,New Zealand2002,,"66,627,729,311",18208,Boomers
Oceania,New Zealand,2002,male,15-24 years,66,280450,23.53,New Zealand2002,,"66,627,729,311",18208,Millenials
Oceania,New Zealand,2002,male,55-74 years,59,304480,19.38,New Zealand2002,,"66,627,729,311",18208,Silent
Oceania,New Zealand,2002,male,75+ years,16,83290,19.21,New Zealand2002,,"66,627,729,311",18208,Silent
Oceania,New Zealand,2002,female,15-24 years,30,271530,11.05,New Zealand2002,,"66,627,729,311",18208,Millenials
Oceania,New Zealand,2002,female,25-34 years,26,282330,9.21,New Zealand2002,,"66,627,729,311",18208,Generation X
Oceania,New Zealand,2002,female,35-54 years,39,573790,6.8,New Zealand2002,,"66,627,729,311",18208,Boomers
Oceania,New Zealand,2002,female,55-74 years,13,317610,4.09,New Zealand2002,,"66,627,729,311",18208,Silent
Oceania,New Zealand,2002,female,75+ years,5,131060,3.82,New Zealand2002,,"66,627,729,311",18208,Silent
Oceania,New Zealand,2002,female,5-14 years,0,292230,0.0,New Zealand2002,,"66,627,729,311",18208,Millenials
Oceania,New Zealand,2002,male,5-14 years,0,308420,0.0,New Zealand2002,,"66,627,729,311",18208,Millenials
Oceania,New Zealand,2003,male,75+ years,27,86840,31.09,New Zealand2003,,"88,250,885,550",23663,Silent
Oceania,New Zealand,2003,male,25-34 years,80,264090,30.29,New Zealand2003,,"88,250,885,550",23663,Generation X
Oceania,New Zealand,2003,male,35-54 years,143,558950,25.58,New Zealand2003,,"88,250,885,550",23663,Boomers
Oceania,New Zealand,2003,male,15-24 years,66,292920,22.53,New Zealand2003,,"88,250,885,550",23663,Millenials
Oceania,New Zealand,2003,male,55-74 years,58,314200,18.46,New Zealand2003,,"88,250,885,550",23663,Silent
Oceania,New Zealand,2003,female,15-24 years,31,281350,11.02,New Zealand2003,,"88,250,885,550",23663,Millenials
Oceania,New Zealand,2003,female,35-54 years,56,583610,9.6,New Zealand2003,,"88,250,885,550",23663,Boomers
Oceania,New Zealand,2003,female,75+ years,11,133600,8.23,New Zealand2003,,"88,250,885,550",23663,Silent
Oceania,New Zealand,2003,female,25-34 years,22,281770,7.81,New Zealand2003,,"88,250,885,550",23663,Generation X
Oceania,New Zealand,2003,female,55-74 years,20,327420,6.11,New Zealand2003,,"88,250,885,550",23663,Silent
Oceania,New Zealand,2003,male,5-14 years,4,310850,1.29,New Zealand2003,,"88,250,885,550",23663,Millenials
Oceania,New Zealand,2003,female,5-14 years,1,293820,0.34,New Zealand2003,,"88,250,885,550",23663,Millenials
Oceania,New Zealand,2004,male,75+ years,28,89210,31.39,New Zealand2004,,"103,904,537,815",27325,Silent
Oceania,New Zealand,2004,male,25-34 years,76,265490,28.63,New Zealand2004,,"103,904,537,815",27325,Generation X
Oceania,New Zealand,2004,male,15-24 years,83,296450,28.0,New Zealand2004,,"103,904,537,815",27325,Millenials
Oceania,New Zealand,2004,male,35-54 years,133,569570,23.35,New Zealand2004,,"103,904,537,815",27325,Boomers
Oceania,New Zealand,2004,male,55-74 years,58,325010,17.85,New Zealand2004,,"103,904,537,815",27325,Silent
Oceania,New Zealand,2004,female,15-24 years,30,289050,10.38,New Zealand2004,,"103,904,537,815",27325,Millenials
Oceania,New Zealand,2004,female,25-34 years,19,285690,6.65,New Zealand2004,,"103,904,537,815",27325,Generation X
Oceania,New Zealand,2004,female,35-54 years,38,599380,6.34,New Zealand2004,,"103,904,537,815",27325,Boomers
Oceania,New Zealand,2004,female,55-74 years,20,338890,5.9,New Zealand2004,,"103,904,537,815",27325,Silent
Oceania,New Zealand,2004,female,75+ years,4,135340,2.96,New Zealand2004,,"103,904,537,815",27325,Silent
Oceania,New Zealand,2004,male,5-14 years,4,312260,1.28,New Zealand2004,,"103,904,537,815",27325,Millenials
Oceania,New Zealand,2004,female,5-14 years,2,296170,0.68,New Zealand2004,,"103,904,537,815",27325,Millenials
Oceania,New Zealand,2005,male,25-34 years,86,264490,32.52,New Zealand2005,0.895,"114,718,721,397",29803,Generation X
Oceania,New Zealand,2005,male,15-24 years,84,300360,27.97,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
Oceania,New Zealand,2005,male,35-54 years,138,576380,23.94,New Zealand2005,0.895,"114,718,721,397",29803,Boomers
Oceania,New Zealand,2005,male,75+ years,16,92350,17.33,New Zealand2005,0.895,"114,718,721,397",29803,Silent
Oceania,New Zealand,2005,male,55-74 years,58,335140,17.31,New Zealand2005,0.895,"114,718,721,397",29803,Silent
Oceania,New Zealand,2005,female,25-34 years,26,284850,9.13,New Zealand2005,0.895,"114,718,721,397",29803,Generation X
Oceania,New Zealand,2005,female,15-24 years,24,294110,8.16,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
Oceania,New Zealand,2005,female,35-54 years,49,608650,8.05,New Zealand2005,0.895,"114,718,721,397",29803,Boomers
Oceania,New Zealand,2005,female,75+ years,9,137460,6.55,New Zealand2005,0.895,"114,718,721,397",29803,Silent
Oceania,New Zealand,2005,female,55-74 years,22,349600,6.29,New Zealand2005,0.895,"114,718,721,397",29803,Silent
Oceania,New Zealand,2005,female,5-14 years,2,294940,0.68,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
Oceania,New Zealand,2005,male,5-14 years,0,310950,0.0,New Zealand2005,0.895,"114,718,721,397",29803,Millenials
Oceania,New Zealand,2006,male,15-24 years,95,305250,31.12,New Zealand2006,,"111,608,845,081",28628,Millenials
Oceania,New Zealand,2006,male,25-34 years,72,263090,27.37,New Zealand2006,,"111,608,845,081",28628,Generation X
Oceania,New Zealand,2006,male,35-54 years,136,584130,23.28,New Zealand2006,,"111,608,845,081",28628,Boomers
Oceania,New Zealand,2006,male,55-74 years,69,344980,20.0,New Zealand2006,,"111,608,845,081",28628,Silent
